GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS232268005	2019-08-09 13:21:54	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Brazil: Boa Nova Wet forest	L2595816	P	-14.4131600	-40.1354300	2014-01-17	06:00:00	obsr247511	S16769125	Traveling	P22	EBIRD	600	1.996		3	1	G790487	0	1	0		<br />Submitted from BirdLog SA for iOS, version 1.7.1		
URN:CornellLabOfOrnithology:EBIRD:OBS232323844	2019-08-09 13:21:54	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Brazil: Boa Nova Wet forest	L2595816	P	-14.4131600	-40.1354300	2014-01-17	06:00:00	obsr235781	S16773769	Traveling	P22	EBIRD	600	1.996		3	1	G790487	0	1	0		<br />Submitted from BirdLog SA for iOS, version 1.7.1		
URN:CornellLabOfOrnithology:EBIRD:OBS306706489	2018-08-17 10:54:33	23051	species	Purple Martin	Progne subis			8				Brazil	BR	Bahia	BR-BA							Fazenda Agua Boa	L3530194	P	-14.2563972	-39.1775894	2015-02-02	05:58:00	obsr293781	S22625818	Traveling	P22	EBIRD	180	1.931		6	1		0	1	0		Last birding day in Brazil, searching for the stakeout Bahia Tapaculo	<a href="https://www.flickr.com/photos/bewellandthrive/16602699978" title="Ready, like me, to head back north? Eight Purple Martins (Progne subis), with 2 Brown-chested Martins (Progne tapera), Reserva Agua Boa, Bahia, Brazil 2/2/15 by abcdefgewing, on Flickr"><img src="https://farm9.staticflickr.com/8600/16602699978_c17c5c7706_z.jpg" alt="Ready, like me, to head back north? Eight Purple Martins (Progne subis), with 2 Brown-chested Martins (Progne tapera), Reserva Agua Boa, Bahia, Brazil 2/2/15" /></a>	
URN:CornellLabOfOrnithology:EBIRD:OBS306940786	2019-08-19 11:50:09	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2015-03-15	06:30:00	obsr424895	S22642950	Traveling	P22	EBIRD	465	19.000		6	1		0	1	0		Flora & Fauna group birded Veracel Reserve in a. m. and late p.m.	migrating	
URN:CornellLabOfOrnithology:EBIRD:OBS303846162	2016-06-21 09:29:03	23051	species	Purple Martin	Progne subis			30				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2015-03-16	06:15:00	obsr191011	S22407136	Traveling	P22	EBIRD	210	8.047		2	1		0	1	0		Last morning. Had aamzing views of a snake that was at least 7ft long moving through the midstory, apparently hunting birds. Also got glimpses of Hook-billed Hermit and better looks (although still glimpses) of Red-browed Amazons.	nice looks at birds in flight and a large group on wires in the distance	
URN:CornellLabOfOrnithology:EBIRD:OBS347570114	2016-01-06 11:32:04	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							São Desidério -- Trilha Povoado de Almas	L3954488	H	-12.6435850	-45.0844467	2015-10-11	06:00:00	obsr431534	S25395261	Traveling	P22	EBIRD	240	45.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS746570694	2019-04-28 13:23:53	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Bahia	BR-BA							Ilhéus--Ceplac	L9137559	P	-14.7675588	-39.2331017	2016-01-12	09:00:00	obsr677549	S55483944	Historical	P62	EBIRD	90	2.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS746662070	2019-08-08 10:25:35	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Fazenda--Itabuna	L9138500	P	-14.7229005	-39.2832998	2016-01-13	11:00:00	obsr677549	S55519618	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS553257089	2017-11-29 10:20:23	23051	species	Purple Martin	Progne subis			3				Brazil	BR	Bahia	BR-BA							Refúgio de Vida Silvestre do Rio dos Frades	L6330728	P	-16.6615754	-39.1064328	2017-11-21	16:04:00	obsr829245	S40803158	Traveling	P22	EBIRD_BRA	1020	20.000		2	1		0	1	0		Levantamento de fauna realizado por três dias no Revis Rio dos Frades em parceria com Fernando Flores.		
URN:CornellLabOfOrnithology:EBIRD:OBS574348383	2018-08-16 09:02:57	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2018-01-07	05:10:00	obsr328319	S42497809	Traveling	P22	EBIRD	780	8.047		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS573732402	2018-08-16 09:02:58	23051	species	Purple Martin	Progne subis			11				Brazil	BR	Bahia	BR-BA							Escola Santa Monica	L6813242	P	-14.2198097	-39.0731009	2018-02-02	06:00:00	obsr636436	S42449100	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS588168919	2019-08-19 11:49:47	23051	species	Purple Martin	Progne subis			85				Brazil	BR	Bahia	BR-BA							BA-654, Bahia, BR (-14,333, -39,089)	L7068471	P	-14.3331583	-39.0886122	2018-03-15	07:15:00	obsr636436	S43668236	Traveling	P22	EBIRD	218	16.093		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS597730190	2019-07-11 14:25:18	23051	species	Purple Martin	Progne subis			6				Brazil	BR	Bahia	BR-BA							Itacaré--área geral	L5377795	H	-14.2795221	-38.9945555	2018-04-09	15:50:00	obsr636436	S44409548	Stationary	P21	EBIRD	119			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS601438807	2018-04-17 20:58:36	23051	species	Purple Martin	Progne subis			46				Brazil	BR	Bahia	BR-BA							Rio De Contas	L7239538	P	-14.2775869	-39.0110420	2018-04-17	09:49:00	obsr636436	S44677717	Traveling	P22	EBIRD	245	2.575		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS603727775	2019-08-19 11:49:52	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Bahia	BR-BA							Fazenda Água Boa	L3550571	H	-14.2594120	-39.1808430	2018-04-22	07:50:00	obsr547477	S44830157	Traveling	P22	EBIRD	150	2.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690505101	2018-12-28 19:16:58	23051	species	Purple Martin	Progne subis			350				Brazil	BR	Bahia	BR-BA							(-16,4047,-39,1751)	L8317032	P	-16.4046760	-39.1751430	2018-12-18	07:47:00	obsr553158	S51034058	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS778076475	2019-06-23 11:34:59	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Unnamed Road, Bahia, BR (-16,345, -39,888)	L9519954	P	-16.3446324	-39.8880558	2019-02-09	05:30:00	obsr829245	S57618178	Traveling	P22	EBIRD_BRA	1440	70.000		3	1		0	1	0		Expedição de 4 dias (9-12/02) nas Unidades de Conservação da Costa do Descobrimento (RPPN Est. Veracel, Parna do Pau Brasil e Alto Cariri, Revis Rio dos Frades) na companhia do amigo Roberval Costa. 		
URN:CornellLabOfOrnithology:EBIRD:OBS732767687	2019-04-02 15:34:39	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro RPPN Estação Veracel	L8961634	P	-16.3576740	-39.1368900	2019-02-10	06:00:00	obsr305140	S54488588	Historical	P62	EBIRD	300				0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS708545689	2019-02-09 21:40:45	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2019-02-09	16:34:00	obsr20528	S52539185	Traveling	P22	EBIRD	240	3.219		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS708796613	2019-02-10 20:06:39	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2019-02-10	06:15:00	obsr20528	S52560389	Traveling	P22	EBIRD	400	9.656		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS732791108	2019-04-02 16:22:26	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Bahia	BR-BA							Porto Seguro RPPN Estação Veracel	L8961634	P	-16.3576740	-39.1368900	2019-02-09	16:15:00	obsr305140	S54490632	Historical	P62	EBIRD	105				0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS708502528	2019-06-17 20:34:15	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2019-02-09	16:30:00	obsr122172	S52535629	Traveling	P22	EBIRD	120	3.219		7	1		0	1	0			Photos	
URN:CornellLabOfOrnithology:EBIRD:OBS708743186	2019-06-17 20:22:58	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Bahia	BR-BA							Porto Seguro--RPPN Estação Veracel	L2862063	H	-16.3876004	-39.1697613	2019-02-10	06:15:00	obsr122172	S52555834	Traveling	P22	EBIRD	400	9.656		8	1		0	1	0		Location is the reserve.  Update needed		
URN:CornellLabOfOrnithology:EBIRD:OBS709575663	2019-02-12 12:04:09	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							RPPN Rio do Brasil	L5276909	H	-16.5441145	-39.1259278	2019-02-08	07:34:00	obsr1015562	S52626382	Traveling	P22	EBIRD	439	18.636		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS709574930	2019-02-12 12:02:26	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Bahia	BR-BA							RPPN Rio do Brasil	L5276909	H	-16.5441145	-39.1259278	2019-02-07	07:25:00	obsr1015562	S52626326	Traveling	P22	EBIRD	349	17.606		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS746840152	2019-04-28 19:33:54	23051	species	Purple Martin	Progne subis			4				Brazil	BR	Bahia	BR-BA							Canudos — igreja (-9.8968,-39.0273)	L9140584	P	-9.8968460	-39.0272990	2019-04-18	07:54:00	obsr554840	S55531437	Stationary	P21	EBIRD	15			1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS471221535	2017-02-27 21:47:46	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2003-02-14		obsr178480	S34858041	Historical	P62	EBIRD				15	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567801757	2018-01-15 14:14:36	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2010-01-28		obsr825880	S41936387	Historical	P62	EBIRD				6	0	G2868894	0	1	0		Looked for some more rare species in the area.		
URN:CornellLabOfOrnithology:EBIRD:OBS567801636	2018-01-15 14:14:36	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2010-01-28		obsr286360	S41936375	Historical	P62	EBIRD				6	0	G2868894	0	1	0		Looked for some more rare species in the area.		
URN:CornellLabOfOrnithology:EBIRD:OBS481454674	2017-04-02 21:52:53	23051	species	Purple Martin	Progne subis			80				Brazil	BR	Ceará	BR-CE							Posto Fiscal em Penaforte (BR-116)	L4240855	P	-7.7451150	-39.0560380	2016-02-06	13:52:00	obsr584995	S35656899	Stationary	P21	EBIRD	10			3	1	G1603419	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS373990876	2016-02-15 05:58:11	23051	species	Purple Martin	Progne subis			80				Brazil	BR	Ceará	BR-CE							Posto Fiscal em Penaforte (BR-116)	L4240855	P	-7.7451150	-39.0560380	2016-02-06	13:52:00	obsr620831	S27563264	Stationary	P21	EBIRD	10			3	1	G1603419	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS372678947	2016-02-15 05:58:11	23051	species	Purple Martin	Progne subis			80				Brazil	BR	Ceará	BR-CE							Posto Fiscal em Penaforte (BR-116)	L4240855	P	-7.7451150	-39.0560380	2016-02-06	13:52:00	obsr553158	S27443132	Stationary	P21	EBIRD	10			3	1	G1603419	0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS458843573	2017-01-20 11:34:10	23051	species	Purple Martin	Progne subis			300				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2017-01-18	08:14:00	obsr622204	S33801629	Stationary	P21	EBIRD	20			10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS466140651	2017-07-25 16:49:59	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Ceará	BR-CE							Localidade Desconhecida - -7,114x-40,026 - 16 de fev de 2017 06:45	L5444818	P	-7.1142873	-40.0257434	2017-02-16	06:30:00	obsr717128	S34401111	Traveling	P22	EBIRD	55	10.000		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS462381871	2019-02-01 04:59:54	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Ceará	BR-CE							Parque Natural Municipal Brejinho	L3532637	H	-7.2284205	-39.9857926	2017-02-01	06:24:00	obsr553166	S34092424	Traveling	P22	EBIRD	120	2.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS557061091	2018-08-16 09:03:17	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2017-03-04	09:21:00	obsr421749	S41086535	Traveling	P22	EBIRD	60	3.219		2	1	G2786435	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS474527822	2017-12-14 15:45:22	23051	species	Purple Martin	Progne subis			500				Brazil	BR	Ceará	BR-CE							BR-CE-Nova Olinda-Avenida Perimetral Sul - -7.0910x-39.6872	L5564283	P	-7.0910400	-39.6872440	2017-03-04	11:00:00	obsr281519	S35116824	Stationary	P21	EBIRD	14			2	0	G2786436	0	1	0		Quick scan of pond and edge of town. 		
URN:CornellLabOfOrnithology:EBIRD:OBS473848906	2019-02-01 04:59:54	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Ceará	BR-CE							Parque Natural Municipal Brejinho	L3532637	H	-7.2284205	-39.9857926	2017-03-07	06:36:00	obsr553166	S35061880	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS474527095	2018-08-16 09:03:17	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Ceará	BR-CE							Chapada do Araripe	L2528027	H	-7.2448998	-39.4895548	2017-03-04	09:21:00	obsr281519	S35116778	Traveling	P22	EBIRD	60	3.219		2	1	G2786435	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS557061160	2017-12-14 15:45:22	23051	species	Purple Martin	Progne subis			500				Brazil	BR	Ceará	BR-CE							BR-CE-Nova Olinda-Avenida Perimetral Sul - -7.0910x-39.6872	L5564283	P	-7.0910400	-39.6872440	2017-03-04	11:00:00	obsr421749	S41086539	Stationary	P21	EBIRD	14			2	0	G2786436	0	1	0		Quick scan of pond and edge of town. 		
URN:CornellLabOfOrnithology:EBIRD:OBS716370677	2019-03-01 12:32:43	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Ceará	BR-CE							BR-122, Pernambuco, BR (-7,329, -39,58)	L8708818	P	-7.3289707	-39.5804085	2019-02-27	15:24:00	obsr584995	S53203581	Incidental	P20	EBIRD				4	0	G3905344	0	1	0		Concentração da especie em fios da rede elétrica de um vilarejo.		
URN:CornellLabOfOrnithology:EBIRD:OBS705872143	2019-02-09 14:00:50	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Ceará	BR-CE							Parque Natural Municipal Brejinho	L3532637	H	-7.2284205	-39.9857926	2019-02-02	06:55:00	obsr634999	S52310340	Traveling	P22	EBIRD	200	2.000		3	1		0	1	0		With Edson Endrigo and Ivan Sjögren	In the village	
URN:CornellLabOfOrnithology:EBIRD:OBS717395194	2019-03-02 14:10:23	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Ceará	BR-CE							BR-122, Pernambuco, BR (-7,329, -39,58)	L8708818	P	-7.3289707	-39.5804085	2019-02-27	15:24:00	obsr640234	S53289282	Incidental	P20	EBIRD				4	0	G3905344	0	1	0		Concentração da especie em fios da rede elétrica de um vilarejo.		
URN:CornellLabOfOrnithology:EBIRD:OBS706356405	2019-02-10 07:19:17	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Ceará	BR-CE							Vila do Brejinho	L8552545	P	-7.1865711	-40.0222549	2019-02-03	09:30:00	obsr634999	S52349010	Stationary	P21	EBIRD	10			4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS716922817	2019-03-01 12:32:43	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Ceará	BR-CE							BR-122, Pernambuco, BR (-7,329, -39,58)	L8708818	P	-7.3289707	-39.5804085	2019-02-27	15:24:00	obsr620831	S53251660	Incidental	P20	EBIRD				4	0	G3905344	0	1	0		Concentração da especie em fios da rede elétrica de um vilarejo.		
URN:CornellLabOfOrnithology:EBIRD:OBS336133179	2017-10-06 11:09:50	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Distrito Federal	BR-DF							Brasilia	L3844295	P	-15.7954428	-47.8791475	2010-12-25		obsr623594	S24589150	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS336136201	2017-10-06 11:09:50	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Distrito Federal	BR-DF							Brasilia	L3844295	P	-15.7954428	-47.8791475	2010-12-29		obsr623594	S24589354	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS588386971	2019-04-10 14:54:24	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Espírito Santo	BR-ES							São Mateus--Barra Nova	L7071846	H	-18.9560548	-39.7440720	2018-03-16	07:14:00	obsr648594	S43687402	Traveling	P22	EBIRD_BRA	145	26.110		3	1	G3017551	1	1	1				
URN:CornellLabOfOrnithology:EBIRD:OBS287913352	2019-01-26 01:08:53	23051	species	Purple Martin	Progne subis			2				Brazil	BR	Minas Gerais	BR-MG							São Gotardo	L3249725	P	-19.3182713	-46.0512543	2014-12-29	08:00:00	obsr231532	S21093559	Traveling	P22	EBIRD	150	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS347395973	2016-08-11 09:15:56	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Minas Gerais	BR-MG							Esmeraldas - MG	L3952984	P	-19.8073274	-44.1814113	2015-10-10	10:30:00	obsr623710	S25383941	Historical	P62	EBIRD	330	80.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS585554061	2018-11-30 19:13:14	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Minas Gerais	BR-MG							BR-135, Próximo à Itacarambi	L7032726	P	-15.1216246	-44.1331947	2017-11-19	14:05:00	obsr513345	S43461305	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682202672	2018-12-02 18:34:26	23051	species	Purple Martin	Progne subis			300				Brazil	BR	Minas Gerais	BR-MG							Itacarambi entrance	L8209585	P	-15.1177768	-44.1287295	2018-12-01	14:00:00	obsr119128	S50379645	Incidental	P20	EBIRD				2	0		0	1	0			mixed with the Brown-chested Martin, at least a few hundreds males.	
URN:CornellLabOfOrnithology:EBIRD:OBS674378290	2018-11-23 17:18:04	23051	species	Purple Martin	Progne subis			2000				Brazil	BR	Mato Grosso do Sul	BR-MS							Corumbá--Fazenda Escola Jatobazinho	L8117925	H	-18.5805916	-57.5156188	2018-11-04	09:07:00	obsr601274	S49752581	Stationary	P21	EBIRD	10			3	1		1	1	1		Parada rápida na Jatobazinho durante o retorno a Corumbá em um dia muito chuvoso. Bandos de Progne subis bem aumentandos em comparação ao observado no dia 2		
URN:CornellLabOfOrnithology:EBIRD:OBS570611917	2019-05-12 16:55:31	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Brazil Porto Jaffe, Pantanal	L6768438	P	-17.3446307	-56.7797470	1988-10-31		obsr115435	S42191225	Incidental	P20	EBIRD_CAN				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570611811	2018-09-01 20:41:42	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Brazil Porto Jaffe, Pantanal	L6768438	P	-17.3446307	-56.7797470	1988-10-30		obsr115435	S42191223	Incidental	P20	EBIRD_CAN				1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS724410950	2019-03-15 20:46:01	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Pantanal--northern Transpantaneira (km 0-60)	L874945	H	-16.4569228	-56.6913500	1993-11-16	11:30:00	obsr292835	S53837057	Traveling	P22	EBIRD	240	60.000		5	1		0	1	0		Birding with Nancy Chartier, my friend Mark, another birder Rodney, and our guide Antonio Dutra.		
URN:CornellLabOfOrnithology:EBIRD:OBS514164033	2018-08-22 10:53:14	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2001-09-25		obsr425850	S37815716	Historical	P62	EBIRD				12	1		0	1	0		Field Guides 2001 Alta Floresta & Chapada tour guided by John Rowlett & Dave Stejskal.  Birded Kawall trail in a.m., and river island and left bank of Teles Pires in p.m.		
URN:CornellLabOfOrnithology:EBIRD:OBS290694711	2017-07-29 12:02:50	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Pantanal--Pousada Rio Claro	L2341011	H	-16.6206959	-56.7353135	2005-01-04		obsr404217	S21320309	Historical	P62	EBIRD					1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS266335790	2018-08-07 11:39:10	23051	species	Purple Martin	Progne subis			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2005-09-24	04:30:00	obsr419927	S19327653	Stationary	P21	EBIRD	840			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS291857724	2015-01-19 07:03:22	23051	species	Purple Martin	Progne subis			1				Brazil	BR	Mato Grosso	BR-MT							Settling Ponds (AF)	L3303063	P	-9.9122919	-56.0505885	2005-09-14		obsr419927	S21412934	Historical	P62	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS508983785	2017-07-05 10:55:46	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2005-10-16	06:00:00	obsr527452	S37440168	Traveling	P22	EBIRD	540	8.047		12	1		0	1	0		Oxbow Lakes AM; Cigara Lakes: Tower and Tree Hide Trail		
URN:CornellLabOfOrnithology:EBIRD:OBS508600862	2017-07-05 10:56:37	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2005-10-13	07:00:00	obsr527452	S37419043	Traveling	P22	EBIRD	480	8.047		12	1		0	1	0		Las Rochas Trail AM; Brazil Nut Trail PM		
URN:CornellLabOfOrnithology:EBIRD:OBS509041364	2017-07-13 22:20:09	23051	species	Purple Martin	Progne subis			100				Brazil	BR	Mato Grosso	BR-MT							Alta Floresta--Floresta Amazonica Hotel	L875412	H	-9.8779389	-56.0985206	2005-10-18	07:30:00	obsr527452	S37444638	Traveling	P22	EBIRD	300	4.828		8	1		0	1	0		Walks around grounds and nearby forest		
URN:CornellLabOfOrnithology:EBIRD:OBS508973953	2017-06-06 22:34:22	23051	species	Purple Martin	Progne subis			10				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2005-10-15	07:00:00	obsr527452	S37439323	Traveling	P22	EBIRD	480	8.047		12	1		0	1	0		Sierra Trail AM; Rochas Trail PM		
URN:CornellLabOfOrnithology:EBIRD:OBS508602321	2017-06-06 06:57:06	23051	species	Purple Martin	Progne subis			20				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2005-10-14	07:00:00	obsr527452	S37419170	Traveling	P22	EBIRD	480	8.047		12	1		0	1	0		Bamboo Trail AM; Lodge grounds and Secret Garden PM		
